disease,text,risk_level
low_condition,Little bit of soreness in my shoulder from sleeping on it wrong Is this serious?,Low
low_condition,"Suddenly, looking for advice on better sleep Can you help?",Low
emergency_condition,I've noticed that i was in an accident and I'm losing a lot of blood when I wake up.,Emergency
low_condition,"Today, mild seasonal sniffles I'm looking for guidance.",Low
low_condition,"Recently, prescription refill needed.",Low
high_condition,Abscess that's growing larger and more painful for two days I hope it's nothing serious.,High
high_condition,"Suddenly, fever that won't come down with medication, now having chills and sweating I'm not sure what to do.",High
medium_condition,"Last night, mild wheezing when I exercise, goes away after rest Is this normal?",Medium
high_condition,"I've been having fever that won't come down with medication, now having chills and sweating Is this serious?",High
low_condition,I'm dealing with small pimple that's slightly irritated What does this mean?,Low
low_condition,I woke up with following up on previous minor concern.,Low
low_condition,I've developed dry skin patch on my elbow that's a bit itchy What should I do?,Low
low_condition,"Last night, slight nausea that came and went quickly.",Low
low_condition,"Last night, eyes feel a bit dry and tired from reading I need advice.",Low
medium_condition,"I'm suffering from mild wheezing when I exercise, goes away after rest What should I do?",Medium
low_condition,I can't shake regular check on my blood pressure medication Is this serious?,Low
high_condition,"I'm dealing with eye injury with pain, blurred vision, and sensitivity to light It's really bothering me.",High
high_condition,"Last night, i've been having chest pain that comes and goes with exertion for months now I'm looking for guidance.",High
emergency_condition,I woke up with life-threateningly chest pressure and my arm is numb. I'm scared This is concerning me.,Emergency
high_condition,I've been having chest pain that comes and goes with exertion for the past hour.,High
emergency_condition,I've developed i lost vision in one eye suddenly and my speech is slurred I'm looking for guidance.,Emergency
emergency_condition,"Gradually, i'm having a seizure and can't stop shaking. I'm panicking Should I be worried?",Emergency
low_condition,I've developed minor sunburn on my shoulders from being outside,Low
medium_condition,"This morning, heartburn that's more frequent than usual lately Should I be worried?",Medium
medium_condition,It started when i've had a cough that won't go away at rest. It's getting annoying.,Medium
medium_condition,I'm dealing with hoarse voice that's been going on for the past few days.,Medium
emergency_condition,I'm gasping for air and feel like I'm suffocating especially at night Please help.,Emergency
medium_condition,I've noticed that persistent sore throat with mild fever since this morning.,Medium
high_condition,"Suddenly, notably back pain radiating down my leg, can barely walk.",High
high_condition,"Gradually, pain in my chest when I take deep breaths at rest.",High
medium_condition,Persistent sore throat with mild fever intermittently Is this normal?,Medium
high_condition,"Gradually, severe headache after hitting my head, now feeling confused Is this normal?",High
high_condition,"It started when having thoughts of harming myself, I don't feel safe What should I do?",High
emergency_condition,I'm having extremely chest pain that's radiating down my left arm and I'm sweating profusely for a week.,Emergency
medium_condition,I've been having stomach cramps after eating certain foods since yesterday.,Medium
low_condition,I've developed following up on previous minor concern Is this serious?,Low
high_condition,I can't shake high fever of 104°F with confusion and severe headache for the past few days I hope it's nothing serious.,High
medium_condition,I woke up with hoarse voice that's been going on intermittently.,Medium
low_condition,"Last night, chapped lips from the cold weather It's really bothering me.",Low
medium_condition,"Gradually, pink eye - eye is red and watery with some discharge I'm looking for guidance.",Medium
emergency_condition,It started when my throat is closing up and I'm covered in hives. Can't breathe properly Can you help?,Emergency
high_condition,Heart palpitations that won't stop after eating. Feeling anxious and weak I'm not sure what to do.,High
low_condition,Need a routine health checkup Can you help?,Low
low_condition,"Recently, slight stomach discomfort after eating too much.",Low
emergency_condition,"I'm experiencing severe burns covering my arm, the pain is excruciatingly and skin is blistering badly.",Emergency
high_condition,Heart palpitations that won't stop when I wake up. Feeling anxious and weak Please help.,High
high_condition,I'm suffering from fever of 103 with notably body aches and difficulty breathing This is concerning me.,High
emergency_condition,I'm suffering from my throat is swelling shut and I can't swallow. I think it's anaphylaxis It's really bothering me.,Emergency
low_condition,I noticed eyes feel a bit dry and tired from reading Can you help?,Low
emergency_condition,I've developed high fever with stiff neck and I can't tolerate light - possible meningitis Can you help?,Emergency
emergency_condition,I woke up with critically chest pressure and my arm is numb. I'm scared I hope it's nothing serious.,Emergency
medium_condition,"Recently, shortness of breath when climbing stairs, gets better when I rest It's really bothering me.",Medium
emergency_condition,"Ever since yesterday, chest trauma from an accident, I can hear air escaping when I breathe",Emergency
medium_condition,"For a while now, neck stiffness from sleeping wrong, hard to turn my head",Medium
medium_condition,"Suddenly, urinary urgency that's been bothersome gradually over time.",Medium
high_condition,The pain in my abdomen is very and hasn't improved in hours What does this mean?,High
low_condition,I'm suffering from minor scrape on my knee from a fall. Already stopped bleeding.,Low
emergency_condition,"Sudden critically weakness on one side, I can't move my arm or leg I'm not sure what to do.",Emergency
emergency_condition,"Suddenly, sudden critically chest tightness with cold sweats and nausea. I think I'm having a heart attack.",Emergency
medium_condition,"Today, feeling run down and not quite right at rest.",Medium
