disease,text,risk_level
fibroadenoma,"My breast pain is becoming unbearable, making it hard to focus.",Low
abscess of the lung,"Every time I cough, I feel a sharp pain in my chest that worries me.",High
pseudotumor cerebri,"I feel like my vision’s been blurry, and I can’t shake the fear.",Low
intussusception,"I keep feeling this sharp abdominal pain, and I’m not sure what to do.",Low
broken tooth,I can't eat anything right; my broken tooth is a real problem.,Low
hypothermia,The confusion I felt made me question what was real while battling the cold.,High
injury to the knee,"Lately, I've noticed some swelling in my foot after my knee injury.",Low
acariasis,"My scrotum has been swollen for days, and it’s so uncomfortable.",Low
drug abuse (barbiturates),"Since abusing barbiturates, my mood swings have become unbearable.",Low
degenerative disc disease,The leg pain has made it almost impossible to get a full night's sleep.,Medium
gestational diabetes,I feel like gestational diabetes has taken away my enjoyment of pregnancy.,Low
lactose intolerance,Eating yogurt leaves me in agony with constant diarrhea; I’m terrified of my next meal.,Emergency
stomach cancer,I’ve had persistent heartburn that disrupts my daily life.,Low
open wound of the face,The swelling and pain from my face wound are distracting me.,Low
uveitis,It’s frustrating to have such diminished vision and not know the cause.,Low
toxic multinodular goiter,"Sometimes, my double vision makes it hard to read or watch TV comfortably.",Low
lice,I’ve noticed a few lumps on my scalp; I'm terrified they could be from lice.,Low
drug poisoning due to medication,"My words sometimes come out all slurred, and it's frustrating.",Low
thoracic outlet syndrome,My arm pain is so intense that I can't sleep at night.,Emergency
mucositis,"My infant is so irritable, and I think it's because of my condition.",Medium
central retinal artery or vein occlusion,The sharp pain in my eye has me quite uneasy these days.,Low
acute fatty liver of pregnancy (aflp),I wish someone had warned me about the emotional side of this condition.,Low
acute fatty liver of pregnancy (aflp),I never thought a pregnancy could come with so much abdominal pain.,Low
croup,"Every time he coughs, I fear he won't be able to catch his breath.",Emergency
lichen planus,My lichen planus makes it hard to speak without feeling discomfort.,Low
mononucleosis,"I woke up with a skin rash that worries me, adding to my misery.",Medium
hemolytic anemia,Nausea in the morning really ruins my plans and mood.,Low
postoperative infection,Is it normal to have a fever after an operation like mine?,Low
hypertension of pregnancy,Is it normal to experience spotting during pregnancy? It's really stressing me out.,Low
whooping cough,I’m terrified the shortness of breath is getting worse each day.,Emergency
normal pressure hydrocephalus,"Lately, my movements are so sluggish; I feel like I’m dragging.",Low
drug abuse,"My delusions are getting worse, and I can’t figure out if it's the drugs or me.",Medium
mucositis,I’m worried my fever might be related to this mucositis.,Medium
orbital cellulitis,Why is my hearing a bit off? My eye is also bothering me.,Low
trigeminal neuralgia,I’ve been coping with dizziness that won't seem to end.,Low
allergy to animals,I was surprised to find out that animals could make me feel so congested.,Low
hypercalcemia,"My muscles feel weak, and it’s frustrating trying to get things done.",Low
sprain or strain,Just bending over feels impossible with this low back pain.,Medium
lung contusion,"Every time I take a deep breath, I’m hit with a sharp pain in my chest.",Emergency
neurosis,"Despite trying to manage my drug use, I often find myself reaching for substances to numb my pain.",Medium
neuralgia,"No matter what I do, the ache all over makes it hard to get out of bed.",Medium
kidney stone,"I just want to sleep, but the lower abdominal pain won’t let me.",Medium
cervical disorder,I can’t enjoy my life with this constant pelvic pain hanging over me.,Low
problem during pregnancy,I've been struggling with sharp abdominal pain that keeps me up at night.,Medium
tietze syndrome,This chest pain and shortness of breath are more than I can handle.,Emergency
dislocation of the wrist,I hope the wrist pain doesn’t linger for too long; it’s exhausting.,Low
pulmonary hypertension,The sharp chest pain hits me out of nowhere; I need help now!,Emergency
amblyopia,"These days, I struggle with seeing clearly, and it’s worrying me.",Low
vulvar disorder,I’ve had persistent vaginal pain after exercising lately.,Low
adjustment reaction,"Sometimes, I feel like I'm losing touch with reality.",Medium
drug withdrawal,It’s so frustrating to deal with nausea every time I think about withdrawal.,Low
polymyalgia rheumatica,The chest pain feels like a heart attack; I need some answers!,Emergency
neonatal jaundice,It’s tough to see my little one with jaundice and not gaining the weight they should.,Low
urethral valves,I've noticed my sharp abdominal pain gets worse with certain activities.,Low
eating disorder,The insomnia is brutal; I can’t think straight with no sleep.,Medium
lymphedema,"Every time I look in the mirror, I see those skin lesions forming again.",Medium
heart block,I woke up this morning with significant swelling in my legs.,Emergency
poisoning due to opioids,My mood swings have become erratic since I started taking these pain pills.,Low
skin polyp,I have an annoying pimple-like bump on my forehead that doesn't seem to go away.,Medium
laryngitis,If only this sore throat would let me sleep through the night.,Medium
open wound of the shoulder,I didn't expect my shoulder wound to cause such persistent arm pain; it’s really uncomfortable.,Low
congenital heart defect,I'm frustrated that my arm swelling is ignored by doctors who should know better.,High
fracture of the patella,It’s difficult to stay active with this persistent leg pain.,Low
thrombophlebitis,Can the throbbing in my arm really be from thrombophlebitis? It’s so uncomfortable.,Medium
cryptorchidism,The lack of normal scrotal development in my child is really upsetting.,Low
testicular torsion,I never thought something like swelling in my scrotum could affect my day-to-day life so much.,Low
lyme disease,Why does Lyme disease feel like a rollercoaster of symptoms?,Low
fracture of the skull,It’s hard to explain my feelings; I didn’t expect to feel this way after my injury.,Low
ulcerative colitis,I can’t shake off the burning abdominal pain; it’s truly exhausting.,Medium
prostatitis,I feel like I'm living in the bathroom with all this frequent urination.,Medium
lymphogranuloma venereum,The ear pain is driving me nuts; I don't know how much more I can take.,Low
normal pressure hydrocephalus,These headaches pop up at the worst times and disrupt my day.,Low
persistent vomiting of unknown cause,"Every time I eat, I end up feeling sick and throwing up again.",Low
meniere disease,I wish my ear wouldn't feel like it's full of water; it’s so frustrating.,Medium
persistent vomiting of unknown cause,Will this persistent vomiting ever let up? I feel like a mess.,Low
seborrheic keratosis,I’m really frustrated with these skin growths that seem to appear overnight on my face.,Medium
paronychia,"My finger looks infected, and the pressure from the swelling is really bothersome.",Medium
dementia,The nights are endless; I keep waking up confused and scared.,Medium
head and neck cancer,"I've been struggling with a hoarse voice for weeks, and it worries me.",Medium
pemphigus,I'm worried people might judge me because of my abnormal skin appearance.,Low
protein deficiency,"Lately, I've been feeling nauseous, and I'm starting to worry about my protein levels.",Low
fungal infection of the skin,"I'm experiencing some serious skin swelling on my legs, and it worries me.",Medium
vacterl syndrome,I often feel suprapubic pain that interrupts my daily routine.,Low
peripheral arterial disease,The coldness in my legs makes me think something is really wrong.,Medium
postpartum depression,I can’t shake this overwhelming anxiety; it feels like I’m in a never-ending fog.,Medium
de quervain disease,Why is my wrist swelling after a long day at work?,Low
premenstrual tension syndrome,Lower abdominal pain always seems to hit right before my period starts.,Low
idiopathic painful menstruation,Why do my periods come with such extreme cramps and spasms every month?,Medium
flat feet,"Lately, I've been experiencing problems with movement because of my flat arches.",Low
primary insomnia,I feel like I'm losing my mind with all this fatigue from insomnia.,Low
skin pigmentation disorder,"There’s this strange skin growth on my leg that keeps itching, and I don’t know if I should worry.",Medium
